        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
11101101100, 100, 101,     10000, a shifted =      111011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
11101110011,  11,  10,      1000, a shifted =   111011100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
11101110100, 100, 101,     10000, a shifted =      111011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
11101111100, 100, 101,     10000, a shifted =      111011, a shifted mod 8 = 011, a remultiplied =     1100000, a unshifted =    011-----,  a mod8 = 000, num = 011, 3
11110010011,  11,  10,      1000, a shifted =   111100100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
11110100101, 101, 100,    100000, a shifted =     1111010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
11110101010,  10,  11,       100, a shifted =    11110101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
11110101101, 101, 100,    100000, a shifted =     1111010, a shifted mod 8 = 010, a remultiplied =      100000, a unshifted =     010----,  a mod8 = 001, num = 011, 3
11110110011,  11,  10,      1000, a shifted =   111101100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
11111010011,  11,  10,      1000, a shifted =   111110100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
11111101010,  10,  11,       100, a shifted =    11111101, a shifted mod 8 = 101, a remultiplied =      101000, a unshifted =      101---,  a mod8 = 110, num = 011, 3
11111110011,  11,  10,      1000, a shifted =   111111100, a shifted mod 8 = 100, a remultiplied =       10000, a unshifted =       100--,  a mod8 = 111, num = 011, 3
          0,   0,   1,         1, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
          1,   1,   0,        10, a shifted =           1, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
       1001,   1,   0,        10, a shifted =        1001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
      10000,   0,   1,         1, a shifted =        1000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
      10001,   1,   0,        10, a shifted =       10001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
      10010,  10,  11,       100, a shifted =          10, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
      11001,   1,   0,        10, a shifted =       11001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
     100000,   0,   1,         1, a shifted =       10000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
     100001,   1,   0,        10, a shifted =      100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
     101001,   1,   0,        10, a shifted =      101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
     110000,   0,   1,         1, a shifted =       11000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
     110001,   1,   0,        10, a shifted =      110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
     111001,   1,   0,        10, a shifted =      111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1000000,   0,   1,         1, a shifted =      100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
    1000001,   1,   0,        10, a shifted =     1000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1001001,   1,   0,        10, a shifted =     1001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1010000,   0,   1,         1, a shifted =      101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
    1010001,   1,   0,        10, a shifted =     1010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1010010,  10,  11,       100, a shifted =        1010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
    1010101, 101, 100,    100000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
    1011001,   1,   0,        10, a shifted =     1011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1011101, 101, 100,    100000, a shifted =         101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
    1100000,   0,   1,         1, a shifted =      110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
    1100001,   1,   0,        10, a shifted =     1100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1101001,   1,   0,        10, a shifted =     1101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1110000,   0,   1,         1, a shifted =      111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
    1110001,   1,   0,        10, a shifted =     1110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
    1111001,   1,   0,        10, a shifted =     1111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10000000,   0,   1,         1, a shifted =     1000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   10000001,   1,   0,        10, a shifted =    10000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10000100, 100, 101,     10000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
   10001001,   1,   0,        10, a shifted =    10001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10001100, 100, 101,     10000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
   10010000,   0,   1,         1, a shifted =     1001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   10010001,   1,   0,        10, a shifted =    10010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10010010,  10,  11,       100, a shifted =       10010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
   10010100, 100, 101,     10000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
   10011001,   1,   0,        10, a shifted =    10011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10011100, 100, 101,     10000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
   10100000,   0,   1,         1, a shifted =     1010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   10100001,   1,   0,        10, a shifted =    10100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10101001,   1,   0,        10, a shifted =    10101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10110000,   0,   1,         1, a shifted =     1011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   10110001,   1,   0,        10, a shifted =    10110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   10111001,   1,   0,        10, a shifted =    10111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11000000,   0,   1,         1, a shifted =     1100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   11000001,   1,   0,        10, a shifted =    11000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11001001,   1,   0,        10, a shifted =    11001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11010000,   0,   1,         1, a shifted =     1101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   11010001,   1,   0,        10, a shifted =    11010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11010010,  10,  11,       100, a shifted =       11010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
   11010101, 101, 100,    100000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
   11011001,   1,   0,        10, a shifted =    11011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11011101, 101, 100,    100000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
   11100000,   0,   1,         1, a shifted =     1110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   11100001,   1,   0,        10, a shifted =    11100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11101001,   1,   0,        10, a shifted =    11101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11110000,   0,   1,         1, a shifted =     1111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
   11110001,   1,   0,        10, a shifted =    11110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
   11111001,   1,   0,        10, a shifted =    11111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100000000,   0,   1,         1, a shifted =    10000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  100000001,   1,   0,        10, a shifted =   100000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100001001,   1,   0,        10, a shifted =   100001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100010000,   0,   1,         1, a shifted =    10001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  100010001,   1,   0,        10, a shifted =   100010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100010010,  10,  11,       100, a shifted =      100010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
  100011001,   1,   0,        10, a shifted =   100011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100100000,   0,   1,         1, a shifted =    10010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  100100001,   1,   0,        10, a shifted =   100100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100101001,   1,   0,        10, a shifted =   100101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100110000,   0,   1,         1, a shifted =    10011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  100110001,   1,   0,        10, a shifted =   100110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  100111001,   1,   0,        10, a shifted =   100111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101000000,   0,   1,         1, a shifted =    10100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  101000001,   1,   0,        10, a shifted =   101000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101001001,   1,   0,        10, a shifted =   101001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101010000,   0,   1,         1, a shifted =    10101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  101010001,   1,   0,        10, a shifted =   101010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101010010,  10,  11,       100, a shifted =      101010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
  101010101, 101, 100,    100000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
  101011001,   1,   0,        10, a shifted =   101011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101011101, 101, 100,    100000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
  101100000,   0,   1,         1, a shifted =    10110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  101100001,   1,   0,        10, a shifted =   101100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101101001,   1,   0,        10, a shifted =   101101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101110000,   0,   1,         1, a shifted =    10111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  101110001,   1,   0,        10, a shifted =   101110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  101111001,   1,   0,        10, a shifted =   101111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110000000,   0,   1,         1, a shifted =    11000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  110000001,   1,   0,        10, a shifted =   110000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110000100, 100, 101,     10000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
  110001001,   1,   0,        10, a shifted =   110001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110001100, 100, 101,     10000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
  110010000,   0,   1,         1, a shifted =    11001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  110010001,   1,   0,        10, a shifted =   110010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110010010,  10,  11,       100, a shifted =      110010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
  110010100, 100, 101,     10000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
  110011001,   1,   0,        10, a shifted =   110011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110011100, 100, 101,     10000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
  110100000,   0,   1,         1, a shifted =    11010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  110100001,   1,   0,        10, a shifted =   110100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110101001,   1,   0,        10, a shifted =   110101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110110000,   0,   1,         1, a shifted =    11011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  110110001,   1,   0,        10, a shifted =   110110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  110111001,   1,   0,        10, a shifted =   110111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111000000,   0,   1,         1, a shifted =    11100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  111000001,   1,   0,        10, a shifted =   111000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111000111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111001001,   1,   0,        10, a shifted =   111001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111001111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111010000,   0,   1,         1, a shifted =    11101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  111010001,   1,   0,        10, a shifted =   111010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111010010,  10,  11,       100, a shifted =      111010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
  111010101, 101, 100,    100000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
  111010111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111011001,   1,   0,        10, a shifted =   111011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111011101, 101, 100,    100000, a shifted =       11101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
  111011111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111100000,   0,   1,         1, a shifted =    11110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  111100001,   1,   0,        10, a shifted =   111100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111100111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111101001,   1,   0,        10, a shifted =   111101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111101111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111110000,   0,   1,         1, a shifted =    11111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
  111110001,   1,   0,        10, a shifted =   111110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111110111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
  111111001,   1,   0,        10, a shifted =   111111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
  111111111, 111, 110,  10000000, a shifted =         111, a shifted mod 8 = 111, a remultiplied =   111000000, a unshifted =   111------,  a mod8 = 011, num = 100, 4
 1000000000,   0,   1,         1, a shifted =   100000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1000000001,   1,   0,        10, a shifted =  1000000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000001001,   1,   0,        10, a shifted =  1000001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000010000,   0,   1,         1, a shifted =   100001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1000010001,   1,   0,        10, a shifted =  1000010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000010010,  10,  11,       100, a shifted =     1000010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1000011001,   1,   0,        10, a shifted =  1000011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000100000,   0,   1,         1, a shifted =   100010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1000100001,   1,   0,        10, a shifted =  1000100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000101001,   1,   0,        10, a shifted =  1000101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000110000,   0,   1,         1, a shifted =   100011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1000110001,   1,   0,        10, a shifted =  1000110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1000111001,   1,   0,        10, a shifted =  1000111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001000000,   0,   1,         1, a shifted =   100100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1001000001,   1,   0,        10, a shifted =  1001000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001001001,   1,   0,        10, a shifted =  1001001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001010000,   0,   1,         1, a shifted =   100101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1001010001,   1,   0,        10, a shifted =  1001010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001010010,  10,  11,       100, a shifted =     1001010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1001010101, 101, 100,    100000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1001011001,   1,   0,        10, a shifted =  1001011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001011101, 101, 100,    100000, a shifted =      100101, a shifted mod 8 = 101, a remultiplied =     1010000, a unshifted =     101----,  a mod8 = 001, num = 100, 4
 1001100000,   0,   1,         1, a shifted =   100110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1001100001,   1,   0,        10, a shifted =  1001100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001101001,   1,   0,        10, a shifted =  1001101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001110000,   0,   1,         1, a shifted =   100111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1001110001,   1,   0,        10, a shifted =  1001110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1001111001,   1,   0,        10, a shifted =  1001111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010000000,   0,   1,         1, a shifted =   101000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1010000001,   1,   0,        10, a shifted =  1010000001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010000100, 100, 101,     10000, a shifted =       10100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1010001001,   1,   0,        10, a shifted =  1010001001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010001100, 100, 101,     10000, a shifted =       10100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1010010000,   0,   1,         1, a shifted =   101001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1010010001,   1,   0,        10, a shifted =  1010010001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010010010,  10,  11,       100, a shifted =     1010010, a shifted mod 8 = 010, a remultiplied =       10000, a unshifted =      010---,  a mod8 = 110, num = 100, 4
 1010010100, 100, 101,     10000, a shifted =       10100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1010011001,   1,   0,        10, a shifted =  1010011001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010011100, 100, 101,     10000, a shifted =       10100, a shifted mod 8 = 100, a remultiplied =    10000000, a unshifted =    100-----,  a mod8 = 000, num = 100, 4
 1010100000,   0,   1,         1, a shifted =   101010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1010100001,   1,   0,        10, a shifted =  1010100001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010101001,   1,   0,        10, a shifted =  1010101001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010110000,   0,   1,         1, a shifted =   101011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =        000-,  a mod8 = 100, num = 100, 4
 1010110001,   1,   0,        10, a shifted =  1010110001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
 1010111001,   1,   0,        10, a shifted =  1010111001, a shifted mod 8 = 001, a remultiplied =           1, a unshifted =         001,  a mod8 = 101, num = 100, 4
